UA,SU,DOMINIO,v,bio,carbono
PR_158,4,Floresta Ombrófila Mista,,,
PR_159,1,Floresta Ombrófila Mista,27.057684132054597,11450.310160000005,5610.651978399999
PR_159,2,Floresta Ombrófila Mista,30.056329673835975,12491.804119999999,6120.984018799998
PR_159,3,Floresta Ombrófila Mista,37.496668287940174,16614.15892,8140.937870799997
PR_159,4,Floresta Ombrófila Mista,0.6336734259472125,355.61776,174.25270239999998
PR_16,1,Floresta Estacional Semidecidual,,,
PR_16,2,Floresta Estacional Semidecidual,,,
PR_16,3,Floresta Estacional Semidecidual,,,
PR_16,4,Floresta Estacional Semidecidual,,,
PR_162,1,Floresta Ombrófila Mista,,,
PR_162,2,Floresta Ombrófila Mista,,,
PR_162,3,Floresta Ombrófila Mista,,,
PR_162,4,Floresta Ombrófila Mista,,,
PR_163,1,Floresta Ombrófila Mista,,,
PR_163,2,Floresta Ombrófila Mista,,,
PR_163,3,Floresta Ombrófila Mista,,,
PR_163,4,Floresta Ombrófila Mista,,,
PR_164,1,Floresta Ombrófila Mista,1.9937527047663246,1071.2366980000002,524.90598202
PR_164,2,Floresta Ombrófila Mista,,,
PR_164,3,Floresta Ombrófila Mista,,,
PR_164,4,Floresta Ombrófila Mista,,,
PR_165,1,Floresta Ombrófila Mista,4.561584542490717,2808.7727400000003,1376.2986425999998
PR_165,2,Floresta Ombrófila Mista,33.145004226102785,14793.102476,7248.6202132399985
PR_165,3,Floresta Ombrófila Mista,26.508882083936523,11640.538738,5703.863981619999
PR_165,4,Floresta Ombrófila Mista,52.81630102075609,19380.097842,9496.24794258
PR_167,1,Floresta Ombrófila Mista,22.66002836515437,10607.443272000004,5197.647203280002
PR_167,2,Floresta Ombrófila Mista,18.905125489842884,9135.691288000002,4476.48873112
PR_167,3,Floresta Ombrófila Mista,20.283906399847773,9131.170581999999,4474.27358518
PR_167,4,Floresta Ombrófila Mista,27.361787268019395,12397.673077999998,6074.859808219996
PR_17,1,Floresta Estacional Semidecidual,,,
PR_17,2,Floresta Estacional Semidecidual,,,
PR_17,3,Floresta Estacional Semidecidual,,,
PR_17,4,Floresta Estacional Semidecidual,,,
PR_170,1,Floresta Estacional Semidecidual,,,
PR_170,2,Floresta Estacional Semidecidual,0.7831631294489548,238.322144071713,116.77785059513937
PR_170,3,Floresta Estacional Semidecidual,,,
PR_170,4,Floresta Estacional Semidecidual,,,
PR_171,1,Floresta Estacional Semidecidual,5.706062028524003,2135.1592803335407,1046.2280473634353
PR_171,2,Floresta Estacional Semidecidual,,,
PR_171,3,Floresta Estacional Semidecidual,2.0080846760736253,725.3918997539823,355.4420308794513
PR_171,4,Floresta Estacional Semidecidual,10.40876630908094,3904.164826320292,1913.0407648969422
PR_172,1,Floresta Estacional Semidecidual,,,
PR_172,2,Floresta Estacional Semidecidual,,,
PR_172,3,Floresta Estacional Semidecidual,,,
PR_172,4,Floresta Estacional Semidecidual,,,
PR_173,1,Floresta Estacional Semidecidual,,,
PR_173,2,Floresta Estacional Semidecidual,,,
PR_173,3,Floresta Estacional Semidecidual,,,
PR_173,4,Floresta Estacional Semidecidual,,,
PR_18,1,Floresta Estacional Semidecidual,,,
PR_18,2,Floresta Estacional Semidecidual,,,
PR_18,3,Floresta Estacional Semidecidual,,,
PR_18,4,Floresta Estacional Semidecidual,,,
PR_181,1,Floresta Estacional Semidecidual,,,
PR_181,2,Floresta Estacional Semidecidual,0.11792565073209503,43.56752834074995,21.348088886967478
PR_181,3,Floresta Estacional Semidecidual,0.8236116726897587,195.10522791969112,95.60156168064864
PR_181,4,Floresta Estacional Semidecidual,,,
PR_182,1,Floresta Estacional Semidecidual,,,
PR_182,2,Floresta Estacional Semidecidual,,,
PR_182,3,Floresta Estacional Semidecidual,,,
PR_182,4,Floresta Estacional Semidecidual,,,
PR_183,1,Floresta Ombrófila Mista,1.0467132751178991,538.29039,263.76229109999997
PR_183,2,Floresta Ombrófila Mista,5.753937208892106,2788.3809740000006,1366.3066772599998
PR_183,3,Floresta Ombrófila Mista,9.17161826588495,4794.915760000001,2349.5087224
PR_183,4,Floresta Ombrófila Mista,4.4736173231023315,2349.9341220000006,1151.4677197799997
PR_19,1,Floresta Estacional Semidecidual,3.2537359450687493,881.7578591074338,432.06135096264256
PR_19,2,Floresta Estacional Semidecidual,,,
PR_19,3,Floresta Estacional Semidecidual,,,
PR_19,4,Floresta Estacional Semidecidual,,,
PR_197,1,Floresta Estacional Semidecidual,,,
PR_197,2,Floresta Estacional Semidecidual,,,
PR_197,3,Floresta Estacional Semidecidual,,,
PR_197,4,Floresta Estacional Semidecidual,,,
PR_198,1,Floresta Estacional Semidecidual,,,
PR_198,2,Floresta Estacional Semidecidual,,,
PR_198,3,Floresta Estacional Semidecidual,,,
PR_198,4,Floresta Estacional Semidecidual,,,
PR_199,1,Floresta Estacional Semidecidual,,,
PR_199,2,Floresta Estacional Semidecidual,,,
PR_199,3,Floresta Estacional Semidecidual,,,
PR_199,4,Floresta Estacional Semidecidual,,,
PR_2,1,Floresta Estacional Semidecidual,,,
PR_2,2,Floresta Estacional Semidecidual,,,
PR_2,3,Floresta Estacional Semidecidual,,,
PR_2,4,Floresta Estacional Semidecidual,,,
PR_20,1,Floresta Estacional Semidecidual,,,
PR_20,2,Floresta Estacional Semidecidual,,,
PR_20,3,Floresta Estacional Semidecidual,,,
PR_20,4,Floresta Estacional Semidecidual,,,
PR_208,1,Floresta Estacional Semidecidual,5.213741971235339,1090.6701308752768,534.4283641288856
PR_208,2,Floresta Estacional Semidecidual,0.7274395164578631,236.1176941625599,115.69767013965433
PR_208,3,Floresta Estacional Semidecidual,1.5258174737765842,428.20035392081087,209.8181734211973
PR_208,4,Floresta Estacional Semidecidual,0.9124788857603179,339.3532406647847,166.2830879257445
PR_209,1,Floresta Estacional Semidecidual,,,
PR_209,2,Floresta Estacional Semidecidual,,,
PR_209,3,Floresta Estacional Semidecidual,,,
PR_209,4,Floresta Estacional Semidecidual,,,
PR_21,1,Floresta Estacional Semidecidual,68.53641039123875,34439.20171109609,16875.208838437084
PR_21,2,Floresta Estacional Semidecidual,,,
PR_21,3,Floresta Estacional Semidecidual,,,
PR_21,4,Floresta Estacional Semidecidual,,,
PR_210,1,Floresta Estacional Semidecidual,19.410642219270226,5238.817249773454,2567.0204523889915
PR_210,2,Floresta Estacional Semidecidual,0.5596865484423785,169.13720504017434,82.87723046968541
PR_210,3,Floresta Estacional Semidecidual,3.9063738362725013,1272.8560157066388,623.6994476962531
PR_210,4,Floresta Estacional Semidecidual,0.08631024785931403,23.140314072579343,11.33875389556388
PR_211,1,Floresta Ombrófila Mista,4.512907396580115,2726.9036199999996,1336.1827738000002
PR_211,2,Floresta Ombrófila Mista,2.2647217153509986,1113.60917,545.6684933
PR_211,3,Floresta Ombrófila Mista,,,
PR_211,4,Floresta Ombrófila Mista,,,
PR_212,1,Floresta Ombrófila Mista,,,
PR_212,2,Floresta Ombrófila Mista,0.8565147726209432,749.603344,367.30563856
PR_212,3,Floresta Ombrófila Mista,,,
PR_212,4,Floresta Ombrófila Mista,,,
PR_22,1,Floresta Estacional Semidecidual,0.040814838465060295,11.313856855365854,5.5437898591292685
PR_22,2,Floresta Estacional Semidecidual,,,
PR_22,3,Floresta Estacional Semidecidual,,,
PR_22,4,Floresta Estacional Semidecidual,,,
PR_225,1,Floresta Estacional Semidecidual,,,
PR_225,2,Floresta Estacional Semidecidual,11.847796896159334,3873.7757553521565,1898.1501201225565
PR_225,3,Floresta Estacional Semidecidual,7.943499564045987,2482.2165320557065,1216.2861007072966
PR_225,4,Floresta Estacional Semidecidual,,,
PR_226,1,Floresta Estacional Semidecidual,,,
PR_226,2,Floresta Estacional Semidecidual,6.52209821912609,1821.1284019667905,892.3529169637272
PR_226,3,Floresta Estacional Semidecidual,6.785880787703457,1751.1216517224157,858.0496093439835
PR_226,4,Floresta Estacional Semidecidual,,,
PR_227,1,Floresta Estacional Semidecidual,,,
PR_227,2,Floresta Estacional Semidecidual,,,
PR_227,3,Floresta Estacional Semidecidual,,,
PR_227,4,Floresta Estacional Semidecidual,1.2622935546485154,504.9595996930749,247.4302038496067
PR_228,1,Floresta Estacional Semidecidual,,,
PR_228,2,Floresta Estacional Semidecidual,2.3189519659013853,850.1812388508865,416.5888070369344
PR_228,3,Floresta Estacional Semidecidual,,,
PR_228,4,Floresta Estacional Semidecidual,,,
PR_23,1,Floresta Estacional Semidecidual,3.5007909948869447,1445.7938664653495,708.4389945680213
PR_23,2,Floresta Estacional Semidecidual,7.1253370958974855,2462.548274811192,1206.6486546574838
PR_23,3,Floresta Estacional Semidecidual,4.068492194992095,1546.9381333468164,757.9996853399401
PR_23,4,Floresta Estacional Semidecidual,1.4646846345810296,517.4598283896147,253.55531591091108
PR_235,1,Floresta Ombrófila Mista,,,
PR_235,2,Floresta Ombrófila Mista,4.387392777295684,2397.48678,1174.7685221999998
PR_235,3,Floresta Ombrófila Mista,19.22288534113339,9802.411571999999,4803.181670279998
PR_235,4,Floresta Ombrófila Mista,11.930035087653858,5598.696569999999,2743.3613193000006
PR_236,1,Floresta Ombrófila Mista,,,
PR_236,2,Floresta Ombrófila Mista,20.54346640453412,9912.699885999999,4857.22294414
PR_236,3,Floresta Ombrófila Mista,1.4479829351785578,617.2617,302.45823299999995
PR_236,4,Floresta Ombrófila Mista,21.31354157885068,11004.119872000007,5392.018737279998
PR_237,1,Floresta Ombrófila Mista,,,
PR_237,2,Floresta Ombrófila Mista,4.862209290702742,2740.1959760000004,1342.6960282399996
PR_237,3,Floresta Ombrófila Mista,,,
PR_237,4,Floresta Ombrófila Mista,2.3724563064186626,1430.5913199999998,700.9897467999999
PR_238,1,Floresta Ombrófila Mista,,,
PR_238,2,Floresta Ombrófila Mista,,,
PR_238,3,Floresta Ombrófila Mista,0.6666626940405604,291.63322199999993,142.90027878
PR_238,4,Floresta Ombrófila Mista,14.90560075064392,6587.917491999998,3228.07957108
PR_239,1,Floresta Ombrófila Mista,,,
PR_239,2,Floresta Ombrófila Mista,,,
PR_239,3,Floresta Ombrófila Mista,,,
PR_239,4,Floresta Ombrófila Mista,12.111481197634745,5609.705932000002,2748.7559066799995
PR_24,1,Floresta Estacional Semidecidual,4.0163928415093935,1400.247696633196,686.1213713502659
PR_24,2,Floresta Estacional Semidecidual,,,
PR_24,3,Floresta Estacional Semidecidual,,,
PR_24,4,Floresta Estacional Semidecidual,1.8767011998153522,752.5937882794705,368.7709562569405
PR_253,1,Floresta Estacional Semidecidual,,,
PR_253,2,Floresta Estacional Semidecidual,,,
PR_253,3,Floresta Estacional Semidecidual,,,
PR_253,4,Floresta Estacional Semidecidual,,,
PR_254,1,Floresta Ombrófila Mista,,,
PR_254,2,Floresta Ombrófila Mista,,,
PR_254,3,Floresta Ombrófila Mista,,,
PR_254,4,Floresta Ombrófila Mista,,,
PR_255,1,Floresta Ombrófila Mista,,,
PR_255,2,Floresta Ombrófila Mista,2.4610103046550305,1250.631716,612.8095408400001
PR_255,3,Floresta Ombrófila Mista,,,
PR_255,4,Floresta Ombrófila Mista,,,
PR_256,1,Floresta Ombrófila Mista,29.984235782511057,8977.386264,4398.919269360001
PR_256,2,Floresta Ombrófila Mista,27.55483169899414,8213.656071999998,4024.6914752799994
PR_256,3,Floresta Ombrófila Mista,22.8834072323084,7202.2033740000015,3529.0796532599993
PR_256,4,Floresta Ombrófila Mista,29.255533822839762,8610.059517999996,4218.92916382
PR_257,1,Floresta Estacional Semidecidual,12.84810076009861,4482.642014110112,2196.4945869139556
PR_257,2,Floresta Estacional Semidecidual,,,
PR_257,3,Floresta Estacional Semidecidual,,,
PR_257,4,Floresta Estacional Semidecidual,2.761011116633865,995.7925043403202,487.9383271267569
PR_26,1,Floresta Estacional Semidecidual,,,
PR_26,2,Floresta Estacional Semidecidual,,,
PR_26,3,Floresta Estacional Semidecidual,,,
PR_26,4,Floresta Estacional Semidecidual,,,
PR_267,1,Floresta Ombrófila Mista,15.580683101751458,7900.595680000001,3871.2918832000005
PR_267,2,Floresta Ombrófila Mista,25.929301688158922,11384.459885999993,5578.385344140001
PR_267,3,Floresta Ombrófila Mista,0.10607263671956822,64.706928,31.706394720000002
PR_267,4,Floresta Ombrófila Mista,,,
PR_268,1,Floresta Ombrófila Mista,0.38207294615581905,216.60726999999997,106.13756229999998
PR_268,2,Floresta Ombrófila Mista,,,
PR_268,3,Floresta Ombrófila Mista,1.2747177760871289,766.04727,375.3631623
PR_268,4,Floresta Ombrófila Mista,0.22121653651177908,95.9482,47.014618
PR_27,1,Floresta Estacional Semidecidual,1.6819119197762076,214.42928328442417,105.07034880936784
PR_27,2,Floresta Estacional Semidecidual,0.8021854952951831,129.14250103555935,63.27982550742408
PR_27,3,Floresta Estacional Semidecidual,,,
PR_27,4,Floresta Estacional Semidecidual,,,
PR_28,1,Floresta Estacional Semidecidual,,,
PR_28,2,Floresta Estacional Semidecidual,,,
PR_28,3,Floresta Estacional Semidecidual,,,
PR_28,4,Floresta Estacional Semidecidual,,,
PR_282,1,Floresta Estacional Semidecidual,,,
PR_282,2,Floresta Estacional Semidecidual,,,
PR_282,3,Floresta Estacional Semidecidual,,,
PR_282,4,Floresta Estacional Semidecidual,,,
PR_283,1,Floresta Ombrófila Mista,,,
PR_283,2,Floresta Ombrófila Mista,,,
PR_283,3,Floresta Ombrófila Mista,65.79463660688127,22389.210880000006,10970.713331199997
PR_283,4,Floresta Ombrófila Mista,5.639965234691951,3179.712664,1558.0592053599999
PR_284,1,Floresta Ombrófila Mista,,,
PR_284,2,Floresta Ombrófila Mista,,,
PR_284,3,Floresta Ombrófila Mista,12.814826445440477,7824.793108000002,3834.1486229200004
PR_284,4,Floresta Ombrófila Mista,,,
PR_285,1,Floresta Ombrófila Mista,,,
PR_285,2,Floresta Ombrófila Mista,,,
PR_285,3,Floresta Ombrófila Mista,,,
PR_285,4,Floresta Ombrófila Mista,,,
PR_286,1,Floresta Ombrófila Mista,,,
PR_286,2,Floresta Ombrófila Mista,,,
PR_286,3,Floresta Ombrófila Mista,,,
PR_286,4,Floresta Ombrófila Mista,,,
PR_287,1,Floresta Ombrófila Mista,,,
PR_287,2,Floresta Ombrófila Mista,4.480925824235884,2624.6273800000004,1286.0674162
PR_287,3,Floresta Ombrófila Mista,,,
PR_287,4,Floresta Ombrófila Mista,,,
PR_29,1,Floresta Estacional Semidecidual,,,
PR_29,2,Floresta Estacional Semidecidual,,,
PR_29,3,Floresta Estacional Semidecidual,,,
PR_29,4,Floresta Estacional Semidecidual,,,
PR_297,1,Floresta Ombrófila Mista,24.867925954792813,15979.312498000001,7829.863124019999
PR_297,2,Floresta Ombrófila Mista,0.04306010311543814,23.150309999999998,11.3436519
PR_297,3,Floresta Ombrófila Mista,0.7919011400786716,422.48866999999996,207.01944830000002
PR_297,4,Floresta Ombrófila Mista,15.391468939791496,7637.811205999999,3742.5274909399996
PR_3,1,Floresta Estacional Semidecidual,,,
PR_3,2,Floresta Estacional Semidecidual,,,
PR_3,3,Floresta Estacional Semidecidual,,,
PR_3,4,Floresta Estacional Semidecidual,1.125451733132499,466.37945643861497,228.52593365492132
PR_30,1,Floresta Estacional Semidecidual,,,
PR_30,2,Floresta Estacional Semidecidual,,,
PR_30,3,Floresta Estacional Semidecidual,,,
PR_30,4,Floresta Estacional Semidecidual,,,
PR_31,1,Floresta Estacional Semidecidual,10.790825478683084,2963.4601361999557,1452.095466737979
PR_31,2,Floresta Estacional Semidecidual,14.659733445847767,4557.770810560225,2233.3076971745118
PR_31,3,Floresta Estacional Semidecidual,9.522297810357484,3136.936379996027,1537.0988261980528
PR_31,4,Floresta Estacional Semidecidual,16.317797882112988,5087.209965005501,2492.732882852695
PR_312,1,Floresta Ombrófila Densa,,,
PR_312,2,Floresta Ombrófila Densa,,,
PR_312,3,Floresta Ombrófila Densa,,,
PR_312,4,Floresta Ombrófila Densa,,,
PR_315,1,Floresta Estacional Semidecidual,56.975787924762486,30200.619306752935,14798.303460308949
PR_315,2,Floresta Estacional Semidecidual,7.038103739291804,2948.347275874161,1444.6901651783387
PR_315,3,Floresta Estacional Semidecidual,31.366657443687274,14159.52570484769,6938.167595375369
PR_315,4,Floresta Estacional Semidecidual,42.519905783436435,20242.91807905312,9919.029858736032
PR_316,1,Floresta Ombrófila Mista,0.6392613471045094,514.53378,252.1215522
PR_316,2,Floresta Ombrófila Mista,,,
PR_316,3,Floresta Ombrófila Mista,6.031175419025611,2782.3652199999997,1363.3589577999999
PR_316,4,Floresta Ombrófila Mista,34.30664890864066,14367.097671999998,7039.87785928
PR_317,1,Floresta Ombrófila Mista,85.3143965816567,30502.958346,14946.449589540003
PR_317,2,Floresta Ombrófila Mista,21.81060490600377,11602.054758,5685.006831419999
PR_317,3,Floresta Ombrófila Mista,29.649387175545446,13358.716388000003,6545.771030120001
PR_317,4,Floresta Ombrófila Mista,40.52794184356596,15689.904652000001,7688.053279479997
PR_318,1,Floresta Ombrófila Mista,3.1718683113782324,1777.35448,870.9036952
PR_318,2,Floresta Ombrófila Mista,4.146203869396931,2210.5102,1083.149998
PR_318,3,Floresta Ombrófila Mista,3.8676583658463164,1601.6197800000002,784.7936922
PR_318,4,Floresta Ombrófila Mista,,,
PR_319,1,Floresta Ombrófila Mista,,,
PR_319,2,Floresta Ombrófila Mista,,,
PR_319,3,Floresta Ombrófila Mista,16.200714495398827,8903.160532000002,4362.5486606800005
PR_319,4,Floresta Ombrófila Mista,18.86645665908378,10751.600479999996,5268.284235200001
PR_32,1,Floresta Estacional Semidecidual,2.9652118061362205,1097.1345788021276,537.5959436130424
PR_32,2,Floresta Estacional Semidecidual,1.5754515120252712,618.8056176651003,303.21475265589913
PR_32,3,Floresta Estacional Semidecidual,0.028081263349218365,7.4709733192099765,3.6607769264128884
PR_32,4,Floresta Estacional Semidecidual,,,
PR_320,1,Floresta Ombrófila Mista,17.530190600521696,8107.039872,3972.4495372800006
PR_320,2,Floresta Ombrófila Mista,,,
PR_320,3,Floresta Ombrófila Mista,,,
PR_320,4,Floresta Ombrófila Mista,3.7301620697133435,1945.9116239999996,953.4966957599999
PR_321,1,Floresta Ombrófila Mista,,,
PR_321,2,Floresta Ombrófila Mista,4.955042200664909,2243.7549520000002,1099.4399264799997
PR_321,3,Floresta Ombrófila Mista,3.355713700762625,1669.0316260000002,817.82549674
PR_321,4,Floresta Ombrófila Mista,0.6020891933187502,365.936632,179.30894967999998
PR_33,1,Floresta Estacional Semidecidual,,,
PR_33,2,Floresta Estacional Semidecidual,,,
PR_33,3,Floresta Estacional Semidecidual,,,
PR_33,4,Floresta Estacional Semidecidual,,,
PR_34,1,Floresta Estacional Semidecidual,8.330159015120723,3357.570967058127,1645.2097738584823
PR_34,2,Floresta Estacional Semidecidual,,,
PR_34,3,Floresta Estacional Semidecidual,7.73147692274337,4325.9685906856375,2119.7246094359634
PR_34,4,Floresta Estacional Semidecidual,14.651432459998336,8946.293627026507,4383.683877242985
PR_347,1,Floresta Ombrófila Densa,,,
PR_347,2,Floresta Ombrófila Densa,,,
PR_347,3,Floresta Ombrófila Densa,,,
PR_347,4,Floresta Ombrófila Densa,16.231806504666174,9120.66940762249,4469.128009735019
PR_35,1,Floresta Estacional Semidecidual,,,
PR_35,2,Floresta Estacional Semidecidual,,,
PR_35,3,Floresta Estacional Semidecidual,5.7001280497653894,786.2228460437992,385.2491945614616
PR_35,4,Floresta Estacional Semidecidual,,,
PR_350,1,Floresta Estacional Semidecidual,21.958763434059954,5439.42673127879,2665.3190983266068
PR_350,2,Floresta Estacional Semidecidual,31.654834884522046,8302.17640663083,4068.066439249107
PR_350,3,Floresta Estacional Semidecidual,16.611764055562244,4847.9206709318705,2375.4811287566167
PR_350,4,Floresta Estacional Semidecidual,14.914147979025651,3499.7234580256227,1714.8644944325551
PR_351,1,Floresta Ombrófila Mista,,,
PR_351,2,Floresta Ombrófila Mista,,,
PR_351,3,Floresta Ombrófila Mista,6.152853345763272,3258.8819000000003,1596.8521310000003
PR_351,4,Floresta Ombrófila Mista,18.154465289741044,9190.407203999996,4503.299529959999
PR_352,1,Floresta Ombrófila Mista,8.510276411923897,4640.651786,2273.9193751400007
PR_352,2,Floresta Ombrófila Mista,,,
PR_352,3,Floresta Ombrófila Mista,,,
PR_352,4,Floresta Ombrófila Mista,,,
PR_353,1,Floresta Ombrófila Mista,22.208196710008842,9918.507288000003,4860.068571119997
PR_353,2,Floresta Ombrófila Mista,13.174642209964656,6928.745106,3395.0851019399993
PR_353,3,Floresta Ombrófila Mista,14.436615850425252,6962.70638,3411.7261262
PR_353,4,Floresta Ombrófila Mista,11.59657619614239,5495.80837,2692.9461013
PR_354,1,Floresta Ombrófila Mista,16.448321720792343,7839.258393999999,3841.2366130600017
PR_354,2,Floresta Ombrófila Mista,,,
PR_354,3,Floresta Ombrófila Mista,8.202075923395103,4057.2337120000007,1988.0445188800002
PR_354,4,Floresta Ombrófila Mista,0.04717492542919781,17.55902800000001,8.603923720000004
PR_355,1,Floresta Ombrófila Mista,1.0886172798044356,1221.2514240000003,598.4131977600001
PR_355,2,Floresta Ombrófila Mista,17.535400389715964,8046.475647999999,3942.773067520001
PR_355,3,Floresta Ombrófila Mista,8.56036837579947,2999.506489999999,1469.7581801
PR_355,4,Floresta Ombrófila Mista,45.994288649383314,20063.436245999997,9831.083760540003
PR_356,1,Floresta Ombrófila Mista,,,
PR_356,2,Floresta Ombrófila Mista,2.1781111571234364,1256.54175,615.7054575000002
PR_356,3,Floresta Ombrófila Mista,,,
PR_356,4,Floresta Ombrófila Mista,10.227337817864267,4962.489098000001,2431.6196580199994
PR_36,1,Floresta Estacional Semidecidual,,,
PR_36,2,Floresta Estacional Semidecidual,,,
PR_36,3,Floresta Estacional Semidecidual,,,
PR_36,4,Floresta Estacional Semidecidual,,,
PR_37,1,Floresta Estacional Semidecidual,,,
PR_37,2,Floresta Estacional Semidecidual,,,
PR_37,3,Floresta Estacional Semidecidual,,,
PR_37,4,Floresta Estacional Semidecidual,,,
PR_38,1,Floresta Estacional Semidecidual,,,
PR_38,2,Floresta Estacional Semidecidual,,,
PR_38,3,Floresta Estacional Semidecidual,,,
PR_38,4,Floresta Estacional Semidecidual,,,
PR_384,1,Floresta Ombrófila Densa,,,
PR_384,2,Floresta Ombrófila Densa,,,
PR_384,3,Floresta Ombrófila Densa,,,
PR_384,4,Floresta Ombrófila Densa,,,
PR_386,1,Floresta Estacional Semidecidual,40.252837961463975,11576.823795835398,5672.643659959347
PR_386,2,Floresta Estacional Semidecidual,19.789900766858775,6195.517849267545,3035.803746141097
PR_386,3,Floresta Estacional Semidecidual,27.323986280773493,10164.473570358288,4980.59204947556
PR_386,4,Floresta Estacional Semidecidual,22.010446766934532,7457.495282833548,3654.172688588439
PR_387,1,Floresta Estacional Semidecidual,,,
PR_387,2,Floresta Estacional Semidecidual,5.925606672364414,1902.00090199744,931.9804419787455
PR_387,3,Floresta Estacional Semidecidual,,,
PR_387,4,Floresta Estacional Semidecidual,,,
PR_388,1,Floresta Ombrófila Mista,,,
PR_388,2,Floresta Ombrófila Mista,,,
PR_388,3,Floresta Ombrófila Mista,,,
PR_388,4,Floresta Ombrófila Mista,,,
PR_389,1,Floresta Ombrófila Mista,,,
PR_389,2,Floresta Ombrófila Mista,1.6658147195547233,1114.9679079999999,546.33427492
PR_389,3,Floresta Ombrófila Mista,20.14477459823968,9446.992419999997,4629.026285799999
PR_389,4,Floresta Ombrófila Mista,4.619238566233493,2126.524528,1041.9970187199997
PR_39,1,Floresta Estacional Semidecidual,,,
PR_39,2,Floresta Estacional Semidecidual,,,
PR_39,3,Floresta Estacional Semidecidual,,,
PR_39,4,Floresta Estacional Semidecidual,,,
PR_4,1,Floresta Estacional Semidecidual,,,
PR_4,2,Floresta Estacional Semidecidual,,,
PR_4,3,Floresta Estacional Semidecidual,,,
PR_4,4,Floresta Estacional Semidecidual,,,
PR_40,1,Floresta Estacional Semidecidual,9.317255939350712,2171.9585233218972,1064.2596764277298
PR_40,2,Floresta Estacional Semidecidual,,,
PR_40,3,Floresta Estacional Semidecidual,,,
PR_40,4,Floresta Estacional Semidecidual,5.277586516090284,1348.8798019085934,660.9511029352111
PR_41,1,Floresta Estacional Semidecidual,,,
PR_41,2,Floresta Estacional Semidecidual,,,
PR_41,3,Floresta Estacional Semidecidual,2.8663982894519164,696.8101250354025,341.4369612673472
PR_41,4,Floresta Estacional Semidecidual,,,
PR_418,1,Floresta Ombrófila Densa,25.95065288644477,13792.165427696025,6758.161059571051
PR_418,2,Floresta Ombrófila Densa,17.3658728440671,9415.574042739641,4613.6312809424235
PR_418,3,Floresta Ombrófila Densa,8.76007576855155,4685.7247241709065,2296.0051148437433
PR_418,4,Floresta Ombrófila Densa,36.7555981473352,18775.400754730006,9199.946369817699
PR_42,1,Floresta Estacional Semidecidual,,,
PR_42,2,Floresta Estacional Semidecidual,,,
PR_42,3,Floresta Estacional Semidecidual,,,
PR_42,4,Floresta Estacional Semidecidual,,,
PR_43,1,Floresta Estacional Semidecidual,,,
PR_43,2,Floresta Estacional Semidecidual,,,
PR_43,3,Floresta Estacional Semidecidual,,,
PR_43,4,Floresta Estacional Semidecidual,,,
PR_44,1,Floresta Estacional Semidecidual,,,
PR_44,2,Floresta Estacional Semidecidual,,,
PR_44,3,Floresta Estacional Semidecidual,0.6596152867599742,220.82032128703537,108.20195743064734
PR_44,4,Floresta Estacional Semidecidual,,,
PR_45,1,Floresta Estacional Semidecidual,,,
PR_45,2,Floresta Estacional Semidecidual,,,
PR_45,3,Floresta Estacional Semidecidual,,,
PR_45,4,Floresta Estacional Semidecidual,,,
PR_46,1,Floresta Estacional Semidecidual,,,
PR_46,2,Floresta Estacional Semidecidual,,,
PR_46,3,Floresta Estacional Semidecidual,,,
PR_46,4,Floresta Estacional Semidecidual,,,
PR_47,1,Floresta Estacional Semidecidual,0.7677733523931793,302.37183836679503,148.16220079972953
PR_47,2,Floresta Estacional Semidecidual,,,
PR_47,3,Floresta Estacional Semidecidual,,,
PR_47,4,Floresta Estacional Semidecidual,2.517060643459829,814.9139151251558,399.30781841132637
PR_48,1,Floresta Estacional Semidecidual,,,
PR_48,2,Floresta Estacional Semidecidual,,,
PR_48,3,Floresta Estacional Semidecidual,,,
PR_48,4,Floresta Estacional Semidecidual,,,
PR_49,1,Floresta Estacional Semidecidual,,,
PR_49,2,Floresta Estacional Semidecidual,,,
PR_49,3,Floresta Estacional Semidecidual,,,
PR_49,4,Floresta Estacional Semidecidual,0.03965932371327142,12.057395222366042,5.908123658959361
PR_5,1,Floresta Estacional Semidecidual,,,
PR_5,2,Floresta Estacional Semidecidual,,,
PR_5,3,Floresta Estacional Semidecidual,,,
PR_5,4,Floresta Estacional Semidecidual,,,
PR_50,1,Floresta Estacional Semidecidual,,,
PR_50,2,Floresta Estacional Semidecidual,,,
PR_50,3,Floresta Estacional Semidecidual,4.706043831242881,1238.7619338889224,606.9933476055721
PR_50,4,Floresta Estacional Semidecidual,,,
PR_51,1,Floresta Estacional Semidecidual,,,
PR_51,2,Floresta Estacional Semidecidual,,,
PR_51,3,Floresta Estacional Semidecidual,,,
PR_51,4,Floresta Estacional Semidecidual,,,
PR_52,1,Floresta Estacional Semidecidual,,,
PR_52,2,Floresta Estacional Semidecidual,,,
PR_52,3,Floresta Estacional Semidecidual,,,
PR_52,4,Floresta Estacional Semidecidual,,,
PR_53,1,Floresta Estacional Semidecidual,,,
PR_53,2,Floresta Estacional Semidecidual,0.024393922946745337,6.269586988825933,3.072097624524707
PR_53,3,Floresta Estacional Semidecidual,12.547781054931887,4208.260259365231,2062.047527088963
PR_53,4,Floresta Estacional Semidecidual,,,
PR_54,1,Floresta Estacional Semidecidual,,,
PR_54,2,Floresta Estacional Semidecidual,,,
