UA,SU,DOMINIO,v,bio,carbono
PR_449,4,Floresta Ombrófila Densa,21.184845987324078,11824.273943650702,5793.894232388845
PR_450,1,Floresta Ombrófila Densa,,,
PR_450,2,Floresta Ombrófila Densa,2.9766285520604683,1701.2542970692857,833.6146055639499
PR_450,3,Floresta Ombrófila Densa,2.6062140432367507,1415.05753763028,693.3781934388371
PR_450,4,Floresta Ombrófila Densa,15.447401358483502,8137.174637252076,3987.2155722535167
PR_451,1,Floresta Ombrófila Densa,5.90425010618967,3606.419072970578,1767.1453457555829
PR_451,2,Floresta Ombrófila Densa,6.208355584234555,3784.6245070598743,1854.4660084593386
PR_451,3,Floresta Ombrófila Densa,4.6493904790885665,2750.034316815171,1347.5168152394344
PR_451,4,Floresta Ombrófila Densa,1.2306283566171692,760.6748285535456,372.7306659912373
PR_452,1,Floresta Estacional Semidecidual,,,
PR_452,2,Floresta Estacional Semidecidual,,,
PR_452,3,Floresta Estacional Semidecidual,,,
PR_452,4,Floresta Estacional Semidecidual,0.8291171398148144,323.9706484014685,158.74561771671955
PR_453,1,Floresta Ombrófila Mista,,,
PR_453,2,Floresta Ombrófila Mista,2.6333862684327225,1625.3453399999996,796.4192166
PR_453,3,Floresta Ombrófila Mista,,,
PR_453,4,Floresta Ombrófila Mista,,,
PR_454,1,Floresta Ombrófila Mista,13.498433335087404,4957.302662000001,2429.0783043799997
PR_454,2,Floresta Ombrófila Mista,15.584831030597108,5948.7881480000015,2914.9061925200003
PR_454,3,Floresta Ombrófila Mista,18.922311026833647,7216.259362000001,3535.9670873799996
PR_454,4,Floresta Ombrófila Mista,45.011114618764815,15682.045234000001,7684.202164659998
PR_455,1,Floresta Ombrófila Mista,,,
PR_455,2,Floresta Ombrófila Mista,5.054420329205469,2815.8868119999997,1379.7845378800002
PR_455,3,Floresta Ombrófila Mista,,,
PR_455,4,Floresta Ombrófila Mista,,,
PR_456,1,Floresta Ombrófila Mista,,,
PR_456,2,Floresta Ombrófila Mista,31.213177976750316,15656.778972000002,7671.821696279999
PR_456,3,Floresta Ombrófila Mista,,,
PR_456,4,Floresta Ombrófila Mista,,,
PR_457,1,Floresta Ombrófila Mista,,,
PR_457,2,Floresta Ombrófila Mista,,,
PR_457,3,Floresta Ombrófila Mista,,,
PR_457,4,Floresta Ombrófila Mista,,,
PR_458,1,Floresta Ombrófila Mista,5.470918081684566,2824.26072,1383.8877527999998
PR_458,2,Floresta Ombrófila Mista,,,
PR_458,3,Floresta Ombrófila Mista,,,
PR_458,4,Floresta Ombrófila Mista,,,
PR_459,1,Floresta Estacional Semidecidual,,,
PR_459,2,Floresta Estacional Semidecidual,10.067319538830002,3950.460363421331,1935.7255780764517
PR_459,3,Floresta Estacional Semidecidual,3.088083262670837,928.9784815213084,455.1994559454411
PR_459,4,Floresta Estacional Semidecidual,,,
PR_460,1,Floresta Ombrófila Mista,2.6516310468147952,1406.250122,689.06255978
PR_460,2,Floresta Ombrófila Mista,,,
PR_460,3,Floresta Ombrófila Mista,6.567698201532304,3011.406228,1475.5890517199998
PR_460,4,Floresta Ombrófila Mista,,,
PR_473,1,Floresta Ombrófila Mista,,,
PR_473,2,Floresta Ombrófila Mista,6.4476236317614495,3014.738264,1477.2217493600003
PR_473,3,Floresta Ombrófila Mista,,,
PR_473,4,Floresta Ombrófila Mista,,,
PR_474,1,Floresta Ombrófila Mista,31.112080428581464,14019.480113999996,6869.545255859997
PR_474,2,Floresta Ombrófila Mista,1.2873068863442654,679.5301520000002,332.96977448
PR_474,3,Floresta Ombrófila Mista,,,
PR_474,4,Floresta Ombrófila Mista,,,
PR_475,1,Estepe Gramíneo Lenhosa,30.419546725794948,15075.439548000002,7386.965378520001
PR_475,2,Estepe Gramíneo Lenhosa,23.441097801991777,11931.004031999999,5846.191975680001
PR_475,3,Estepe Gramíneo Lenhosa,,,
PR_475,4,Estepe Gramíneo Lenhosa,8.064145625934621,4850.682664000001,2376.834505360001
PR_476,1,Floresta Ombrófila Mista,,,
PR_476,2,Floresta Ombrófila Mista,,,
PR_476,3,Floresta Ombrófila Mista,11.34838443483039,6309.930883999996,3091.86613316
PR_476,4,Floresta Ombrófila Mista,25.482392441591127,12509.274671999998,6129.5445892800035
PR_477,1,Floresta Ombrófila Mista,48.50157024734207,23260.476205999996,11397.633340939998
PR_477,2,Floresta Ombrófila Mista,47.80869391872627,15463.550426000003,7577.13970874
PR_477,3,Floresta Ombrófila Mista,57.206770558400066,22497.249745999987,11023.652375540001
PR_477,4,Floresta Ombrófila Mista,38.614766428003705,17847.085002000007,8745.07165098
PR_478,1,Estepe Gramíneo Lenhosa,103.14320625997324,40962.36732000001,20071.55998679999
PR_478,2,Estepe Gramíneo Lenhosa,29.010198633380487,12456.528172,6103.698804280001
PR_478,3,Estepe Gramíneo Lenhosa,15.35081808182259,8397.019440000002,4114.5395256
PR_478,4,Estepe Gramíneo Lenhosa,26.747451838141558,13313.101135999997,6523.419556640001
PR_480,1,Floresta Ombrófila Densa,48.12643345114396,24415.34496412075,11963.519032419164
PR_480,2,Floresta Ombrófila Densa,64.6790676396067,31308.793208145587,15341.308671991339
PR_480,3,Floresta Ombrófila Densa,67.04509078546974,32489.997626823922,15920.098837143736
PR_480,4,Floresta Ombrófila Densa,23.945853125760888,12803.36908926514,6273.650853739918
PR_481,1,Floresta Ombrófila Densa,21.432397377065325,12464.605586198872,6107.65673723744
PR_481,2,Floresta Ombrófila Densa,21.042676899694772,11832.773248623811,5798.058891825672
PR_481,3,Floresta Ombrófila Densa,20.264458711728587,11632.633780841497,5699.990552612335
PR_481,4,Floresta Ombrófila Densa,19.99738510613013,11442.486825555523,5606.818544522209
PR_482,1,Floresta Ombrófila Mista,,,
PR_482,2,Floresta Ombrófila Mista,,,
PR_482,3,Floresta Ombrófila Mista,,,
PR_482,4,Floresta Ombrófila Mista,11.049093665161491,5596.018613999999,2742.049120860001
PR_483,1,Floresta Ombrófila Mista,16.36170048778557,7691.610712000005,3768.8892488799997
PR_483,2,Floresta Ombrófila Mista,8.950672486800197,3977.9639199999992,1949.2023207999998
PR_483,3,Floresta Ombrófila Mista,,,
PR_483,4,Floresta Ombrófila Mista,11.06323931918281,5002.4620840000025,2451.2064211599995
PR_484,1,Floresta Ombrófila Mista,,,
PR_484,2,Floresta Ombrófila Mista,,,
PR_484,3,Floresta Ombrófila Mista,,,
PR_484,4,Floresta Ombrófila Mista,,,
PR_485,1,Floresta Ombrófila Mista,6.424378547206386,3425.984214,1678.7322648599998
PR_485,2,Floresta Ombrófila Mista,26.21420138645211,13300.831886,6517.40762414
PR_485,3,Floresta Ombrófila Mista,30.92250785686984,15478.533878,7584.481600220001
PR_485,4,Floresta Ombrófila Mista,16.491271111563616,8376.950594,4104.705791060001
PR_486,1,Floresta Ombrófila Mista,21.20118212584103,10079.964015999998,4939.18236784
PR_486,2,Floresta Ombrófila Mista,5.501626867804824,2640.6829040000002,1293.9346229599998
PR_486,3,Floresta Ombrófila Mista,0.5776465558660757,300.122836,147.06018964
PR_486,4,Floresta Ombrófila Mista,,,
PR_487,1,Floresta Ombrófila Mista,,,
PR_487,2,Floresta Ombrófila Mista,,,
PR_487,3,Floresta Ombrófila Mista,,,
PR_487,4,Floresta Ombrófila Mista,,,
PR_488,1,Floresta Ombrófila Mista,,,
PR_488,2,Floresta Ombrófila Mista,,,
PR_488,3,Floresta Ombrófila Mista,,,
PR_488,4,Floresta Ombrófila Mista,,,
PR_489,1,Floresta Ombrófila Mista,20.479770803580056,9442.534507999999,4626.841908919998
PR_489,2,Floresta Ombrófila Mista,22.709831636545186,9973.075308,4886.80690092
PR_489,3,Floresta Ombrófila Mista,23.87534679497979,10337.916594000006,5065.579131060001
PR_489,4,Floresta Ombrófila Mista,29.39271061128473,13482.717908000004,6606.5317749199985
PR_504,1,Floresta Ombrófila Mista,94.27761549222238,36962.166639999974,18111.4616536
PR_504,2,Floresta Ombrófila Mista,,,
PR_504,3,Floresta Ombrófila Mista,,,
PR_504,4,Floresta Ombrófila Mista,89.91957713745448,35634.29871799998,17460.806371820006
PR_505,1,Floresta Ombrófila Mista,0.49803064337691133,431.45320000000004,211.412068
PR_505,2,Floresta Ombrófila Mista,,,
PR_505,3,Floresta Ombrófila Mista,,,
PR_505,4,Floresta Ombrófila Mista,0.09834261841470596,43.736368,21.43082032
PR_506,1,Floresta Ombrófila Mista,,,
PR_506,2,Floresta Ombrófila Mista,0.4573733506230537,471.1357560000001,230.85652044000003
PR_506,3,Floresta Ombrófila Mista,1.1085458996250612,762.194688,373.47539712
PR_506,4,Floresta Ombrófila Mista,,,
PR_507,1,Floresta Ombrófila Mista,27.472271326638694,8948.761412,4384.89309188
PR_507,2,Floresta Ombrófila Mista,4.41883881384115,1685.8811979999998,826.0817870200002
PR_507,3,Floresta Ombrófila Mista,32.02397648729315,13055.589928000001,6397.239064719999
PR_507,4,Floresta Ombrófila Mista,26.644261637853138,11110.124444000001,5443.960977560001
PR_508,1,Floresta Ombrófila Mista,,,
PR_508,2,Floresta Ombrófila Mista,,,
PR_508,3,Floresta Ombrófila Mista,,,
PR_508,4,Floresta Ombrófila Mista,0.030767384170912678,14.35,7.031499999999999
PR_509,1,Floresta Ombrófila Densa,11.859735784232935,6940.814896931801,3400.999299496584
PR_509,2,Floresta Ombrófila Densa,18.152607490766112,10531.489699697051,5160.429952851557
PR_509,3,Floresta Ombrófila Densa,0.6200875037118748,358.7402459067622,175.78272049431345
PR_509,4,Floresta Ombrófila Densa,0.19954765778685052,126.91596310997852,62.18882192388946
PR_510,1,Floresta Ombrófila Densa,,,
PR_510,2,Floresta Ombrófila Densa,,,
PR_510,3,Floresta Ombrófila Densa,9.63920395121214,5340.7623273300715,2616.973540391734
PR_510,4,Floresta Ombrófila Densa,,,
PR_511,1,Floresta Ombrófila Densa,17.56491500301135,9566.349449676016,4687.511230341248
PR_511,2,Floresta Ombrófila Densa,19.395869830955935,10525.964137185594,5157.722427220942
PR_511,3,Floresta Ombrófila Densa,25.41889189104331,13636.930373123741,6682.095882830634
PR_511,4,Floresta Ombrófila Densa,25.975596287321068,13122.93842876464,6430.239830094674
PR_512,1,Floresta Ombrófila Mista,,,
PR_512,2,Floresta Ombrófila Mista,,,
PR_512,3,Floresta Ombrófila Mista,6.020893113471592,2908.8482060000006,1425.3356209400004
PR_512,4,Floresta Ombrófila Mista,18.118740770129776,9093.028147999998,4455.583792519999
PR_513,1,Floresta Ombrófila Mista,2.090592790715742,1307.312796,640.5832700399999
PR_513,2,Floresta Ombrófila Mista,45.47004010230977,23050.849225999995,11294.916120739996
PR_513,3,Floresta Ombrófila Mista,10.29239069393532,4518.651183999998,2214.1390801600005
PR_513,4,Floresta Ombrófila Mista,1.0630094536622583,633.6275439999998,310.47749655999996
PR_514,1,Floresta Ombrófila Mista,3.456331556595672,1787.6476379999997,875.94734262
PR_514,2,Floresta Ombrófila Mista,50.64126288614921,20086.86904399999,9842.565831559992
PR_514,3,Floresta Ombrófila Mista,53.115075369121286,17475.222462,8562.859006379997
PR_514,4,Floresta Ombrófila Mista,23.23836726989611,9051.230797999995,4435.10309102
PR_515,1,Floresta Ombrófila Mista,,,
PR_515,2,Floresta Ombrófila Mista,17.841179299801325,9237.927057999996,4526.58425842
PR_515,3,Floresta Ombrófila Mista,,,
PR_515,4,Floresta Ombrófila Mista,11.501924889625442,5655.997796,2771.4389200400005
PR_516,1,Floresta Ombrófila Mista,,,
PR_516,2,Floresta Ombrófila Mista,31.540468628634688,15815.449177999997,7749.57009722
PR_516,3,Floresta Ombrófila Mista,,,
PR_516,4,Floresta Ombrófila Mista,20.661504877478784,10579.586589999999,5183.997429100001
PR_517,1,Floresta Ombrófila Mista,,,
PR_517,2,Floresta Ombrófila Mista,,,
PR_517,3,Floresta Ombrófila Mista,21.71124874268507,10427.595922,5109.522001779998
PR_517,4,Floresta Ombrófila Mista,,,
PR_518,1,Floresta Ombrófila Mista,,,
PR_518,2,Floresta Ombrófila Mista,,,
PR_518,3,Floresta Ombrófila Mista,8.059067593756827,4351.6062759999995,2132.2870752399995
PR_518,4,Floresta Ombrófila Mista,,,
PR_529,1,Floresta Ombrófila Mista,5.149945141577956,2573.09259,1260.8153690999995
PR_529,2,Floresta Ombrófila Mista,,,
PR_529,3,Floresta Ombrófila Mista,4.716311349776737,2515.1291739999992,1232.4132952599996
PR_529,4,Floresta Ombrófila Mista,10.11717671528039,4797.727395999999,2350.88642404
PR_530,1,Floresta Ombrófila Mista,,,
PR_530,2,Floresta Ombrófila Mista,6.095220451132411,4129.06104,2023.2399096
PR_530,3,Floresta Ombrófila Mista,,,
PR_530,4,Floresta Ombrófila Mista,,,
PR_531,1,Floresta Ombrófila Mista,20.12073181417178,8444.122516000001,4137.620032839999
PR_531,2,Floresta Ombrófila Mista,20.022629597901,9291.930155999999,4553.045776439999
PR_531,3,Floresta Ombrófila Mista,3.260609355436199,1506.9232799999995,738.3924071999998
PR_531,4,Floresta Ombrófila Mista,,,
PR_532,1,Floresta Ombrófila Mista,8.6136279317144,3616.032458,1771.8559044200001
PR_532,2,Floresta Ombrófila Mista,12.465863788675719,5288.736402,2591.480836979999
PR_532,3,Floresta Ombrófila Mista,18.507107309683484,8203.17516,4019.5558284000003
PR_532,4,Floresta Ombrófila Mista,1.2354823487913662,579.524334,283.96692366
PR_533,1,Floresta Ombrófila Mista,,,
PR_533,2,Floresta Ombrófila Mista,,,
PR_533,3,Floresta Ombrófila Mista,,,
PR_533,4,Floresta Ombrófila Mista,,,
PR_534,1,Floresta Ombrófila Mista,14.497023780703834,6615.360920000004,3241.5268508000004
PR_534,2,Floresta Ombrófila Mista,11.884686355122433,5942.647017999999,2911.897038819999
PR_534,3,Floresta Ombrófila Mista,24.59998633279201,11660.358300000002,5713.575566999999
PR_534,4,Floresta Ombrófila Mista,2.9172493402563933,1637.21561,802.2356489
PR_535,1,Floresta Ombrófila Mista,23.931524722157224,10886.731147999999,5334.498262519998
PR_535,2,Floresta Ombrófila Mista,,,
PR_535,3,Floresta Ombrófila Mista,,,
PR_535,4,Floresta Ombrófila Mista,27.832907499002488,11649.688577999998,5708.347403219999
PR_536,1,Floresta Ombrófila Mista,,,
PR_536,2,Floresta Ombrófila Mista,,,
PR_536,3,Floresta Ombrófila Mista,39.93044446711371,18452.160470000003,9041.558630300002
PR_536,4,Floresta Ombrófila Mista,11.058812205731796,5838.389461999998,2860.8108363800006
